sbj	rsp	eye	sta	rt
s2	1	EO	old	1.464500e+03
s2	0	EO	old	2.900300e+03
s2	1	EO	old	1.330800e+03
s2	0	EO	new	1.648600e+03
s2	1	EO	old	9.877000e+02
s2	1	EO	old	1.621100e+03
s2	1	EO	old	1.544600e+03
s2	0	EO	old	1.585500e+03
s2	0	EO	old	2.316400e+03
s2	1	EO	new	1.567500e+03
s2	0	EO	new	2.103400e+03
s2	1	EO	old	1.403800e+03
s2	1	EO	old	2.140500e+03
s2	1	EO	old	9.884000e+02
s2	0	EO	old	1.247800e+03
s2	1	EO	old	1.142500e+03
s2	0	EO	old	1.381400e+03
s2	1	EO	old	995
s2	0	EO	new	1.210800e+03
s2	0	EO	old	1.121800e+03
s2	1	EO	old	1.238700e+03
s2	1	EO	new	1.335600e+03
s2	1	EO	new	3.214900e+03
s2	1	EO	new	1.722400e+03
s2	1	EO	new	3583
s2	1	EO	old	1.017500e+03
s2	0	EO	old	1.519300e+03
s2	1	EO	new	1.324900e+03
s2	1	EO	old	1.112300e+03
s2	1	EO	old	1.452400e+03
s2	0	EO	old	1.480700e+03
s2	1	EO	new	2.199200e+03
s2	0	EO	new	1.890100e+03
s2	1	EO	old	1.900200e+03
s2	0	EO	new	3.248400e+03
s2	0	EO	old	2.403300e+03
s2	0	EO	old	1.685500e+03
s2	1	EO	old	2.718500e+03
s2	0	EO	old	2.895200e+03
s2	1	EO	old	3.776700e+03
s2	1	EO	new	1.604800e+03
s2	0	EO	new	2.550900e+03
s2	0	EO	old	1.089100e+03
s2	0	EO	old	3.319600e+03
s2	1	EO	new	3152
s2	1	EO	old	1.744100e+03
s2	1	EO	new	1.319200e+03
s2	0	EO	old	1.150900e+03
s2	0	EO	old	7.532000e+02
s2	1	EO	old	9.444000e+02
s2	0	EC	new	2.708700e+03
s2	0	EC	new	1.521100e+03
s2	1	EC	new	1.628200e+03
s2	1	EC	old	2274
s2	0	EC	old	1.406100e+03
s2	1	EC	old	1170
s2	1	EC	old	1.908100e+03
s2	1	EC	old	3.820800e+03
s2	0	EC	new	1.678300e+03
s2	1	EC	new	1.057500e+03
s2	1	EC	new	2.251300e+03
s2	1	EC	new	2.107700e+03
s2	0	EC	old	1.331600e+03
s2	0	EC	new	1.534200e+03
s2	1	EC	old	3.368600e+03
s2	1	EC	old	1.168800e+03
s2	0	EC	new	2.948700e+03
s2	1	EC	new	3.289200e+03
s2	1	EC	new	1.328200e+03
s2	0	EC	old	1.115100e+03
s2	0	EC	old	1.151200e+03
s2	0	EC	new	1.329700e+03
s2	1	EC	old	3.481200e+03
s2	1	EC	new	1.310100e+03
s2	0	EC	new	3.407800e+03
s2	1	EC	old	1.564200e+03
s2	1	EC	new	1.219800e+03
s2	1	EC	old	1.829300e+03
s2	1	EC	old	2.829100e+03
s2	1	EC	new	1.177400e+03
s2	1	EC	new	4.366800e+03
s2	1	EC	old	1.683200e+03
s2	0	EC	new	1.727100e+03
s2	1	EC	new	1.002300e+03
s2	0	EC	old	1.239900e+03
s2	0	EC	old	2.447800e+03
s2	1	EC	old	786
s2	0	EC	old	8.404000e+02
s2	1	EC	old	1.012600e+03
s2	0	EC	new	2.836100e+03
s2	1	EC	new	2.217900e+03
s2	1	EC	old	1.326100e+03
s2	1	EC	old	1.536300e+03
s2	0	EC	old	9.053000e+02
s2	1	EC	new	1.417100e+03
s2	1	EC	new	1.191500e+03
s2	1	EC	new	2.744700e+03
s2	1	EC	new	1.864400e+03
s2	0	EC	new	2.485200e+03
s2	1	EC	new	1.675700e+03
s2	0	EO	new	1.501200e+03
s2	1	EO	new	2185
s2	1	EO	old	3.622200e+03
s2	1	EO	new	2.547700e+03
s2	1	EO	new	1.235200e+03
s2	1	EO	old	4.162900e+03
s2	1	EO	new	1.452700e+03
s2	0	EO	new	1.000000e-01
s2	0	EO	new	1.207000e+02
s2	1	EO	old	1.203100e+03
s2	0	EO	old	1.253200e+03
s2	1	EO	new	1.545400e+03
s2	1	EO	old	1.198100e+03
s2	1	EO	old	1.573700e+03
s2	1	EO	old	2.332100e+03
s2	0	EO	old	2.300200e+03
s2	1	EO	old	1.361700e+03
s2	0	EO	old	2.236500e+03
s2	0	EO	old	3.314500e+03
s2	1	EO	old	2.718400e+03
s2	1	EO	old	2.232400e+03
s2	0	EO	new	1.224500e+03
s2	1	EO	new	2.771500e+03
s2	0	EO	old	3.416600e+03
s2	0	EO	old	1.320100e+03
s2	1	EO	old	8.081000e+02
s2	0	EO	old	1.170800e+03
s2	1	EO	old	3.039700e+03
s2	1	EO	new	2.366500e+03
s2	1	EO	new	2.457400e+03
s2	1	EO	new	1.152200e+03
s2	1	EO	old	1.242100e+03
s2	1	EO	old	2.291300e+03
s2	0	EO	new	2.123800e+03
s2	0	EO	new	2.121400e+03
s2	1	EO	old	2.865900e+03
s2	0	EO	old	3.538900e+03
s2	0	EO	old	1.083700e+03
s2	1	EO	new	1.551200e+03
s2	0	EO	new	2.000000e-01
s2	1	EO	new	2.890100e+03
s2	0	EO	old	2.831400e+03
s2	1	EO	new	1.310100e+03
s2	1	EO	old	1.302100e+03
s2	1	EO	new	1.239800e+03
s2	0	EO	new	3.249800e+03
s2	1	EO	old	6.501000e+02
s2	1	EO	new	1.907900e+03
s2	0	EO	new	2.251200e+03
s2	1	EO	new	1.620200e+03
s2	0	EC	old	1.929400e+03
s2	1	EC	new	1.884500e+03
s2	0	EC	new	1.767900e+03
s2	1	EC	new	2.156800e+03
s2	0	EC	new	1.000000e-01
s2	0	EC	old	6.530000e+01
s2	0	EC	new	2.446200e+03
s2	0	EC	new	3.062700e+03
s2	1	EC	new	2.520500e+03
s2	1	EC	old	8.948000e+02
s2	0	EC	new	1.554100e+03
s2	1	EC	new	2.861800e+03
s2	1	EC	new	3.006400e+03
s2	1	EC	new	1.199100e+03
s2	0	EC	old	1.502500e+03
s2	0	EC	old	2.552800e+03
s2	0	EC	new	1.490800e+03
s2	1	EC	new	2.832600e+03
s2	1	EC	old	2.583100e+03
s2	1	EC	new	2.420600e+03
s2	0	EC	new	1.570600e+03
s2	0	EC	new	2.125800e+03
s2	1	EC	new	1.748700e+03
s2	1	EC	old	1.676100e+03
s2	1	EC	old	2.973900e+03
s2	1	EC	new	2208
s2	0	EC	new	2.977600e+03
s2	0	EC	new	2.286600e+03
s2	1	EC	new	1.324400e+03
s2	0	EC	old	2.661100e+03
s2	1	EC	new	2.340800e+03
s2	1	EC	old	2.515400e+03
s2	1	EC	new	2.557500e+03
s2	1	EC	old	1.914600e+03
s2	0	EC	new	1.681800e+03
s2	1	EC	old	1.970400e+03
s2	1	EC	old	1.364100e+03
s2	0	EC	new	1.694600e+03
s2	1	EC	old	1.142100e+03
s2	1	EC	old	2.507800e+03
s2	0	EC	new	4.101800e+03
s2	1	EC	new	2.069200e+03
s2	0	EC	new	1.000000e-01
s2	0	EC	new	2.496600e+03
s2	0	EC	old	2.193700e+03
s2	1	EC	new	2.111800e+03
s2	1	EC	old	1.135900e+03
s2	0	EC	old	1.277300e+03
s2	1	EC	old	2.980900e+03
s2	0	EC	old	1.337700e+03
s2	1	EO	old	2.348500e+03
s2	1	EO	new	2.740500e+03
s2	1	EO	new	1.285400e+03
s2	0	EO	old	1.759100e+03
s2	1	EO	old	2.529800e+03
s2	1	EO	old	2021
s2	1	EO	new	1.937700e+03
s2	1	EO	old	2.217400e+03
s2	0	EO	old	1.319700e+03
s2	1	EO	old	1.218600e+03
s2	0	EO	old	2.974800e+03
s2	1	EO	old	3187
s2	1	EO	old	1.046900e+03
s2	0	EO	new	2.149400e+03
s2	1	EO	new	1.727500e+03
s2	1	EO	old	2.500100e+03
s2	0	EO	new	2.526200e+03
s2	1	EO	new	3.162400e+03
s2	1	EO	old	2.458200e+03
s2	0	EO	new	1.000000e-01
s2	1	EO	new	3.203200e+03
s2	1	EO	old	2.674900e+03
s2	0	EO	old	2.827200e+03
s2	0	EO	new	1.000000e-01
s2	0	EO	new	2.805200e+03
s2	1	EO	old	1.916100e+03
s2	0	EO	old	2.390400e+03
s2	1	EO	old	9.297000e+02
s2	1	EO	old	2.417800e+03
s2	1	EO	old	2.354400e+03
s2	1	EO	new	2.640900e+03
s2	1	EO	old	2.916100e+03
s2	1	EO	old	9.299000e+02
s2	0	EO	new	2.816700e+03
s2	0	EO	old	3.048600e+03
s2	1	EO	old	1.164700e+03
s2	1	EO	new	1.478200e+03
s2	1	EO	new	2.024300e+03
s2	1	EO	old	1.549700e+03
s2	0	EO	old	2.040700e+03
s2	1	EO	new	2111
s2	0	EO	old	3.449800e+03
s2	1	EO	old	2.783300e+03
s2	1	EO	old	9.731000e+02
s2	0	EO	old	1.068900e+03
s2	1	EO	new	2.562200e+03
s2	1	EO	new	4.265600e+03
s2	0	EO	old	1.249100e+03
s2	1	EO	new	1100
s2	0	EO	new	1.577600e+03
s2	1	EO	new	2.110200e+03
s2	1	EO	new	1.362300e+03
s2	1	EO	new	8.773000e+02
s2	0	EO	new	1.174900e+03
s2	1	EO	old	1.973600e+03
s2	1	EO	old	1.634200e+03
s2	1	EO	new	2684
s2	0	EO	old	3.765300e+03
s2	0	EO	new	1.445600e+03
s2	1	EO	new	1.537700e+03
s2	1	EO	old	2.019200e+03
s2	1	EO	new	3210
s2	0	EO	old	1.494400e+03
s2	1	EO	new	1.066900e+03
s2	1	EO	old	1.215800e+03
s2	0	EO	new	1.894500e+03
s2	1	EO	old	1.021300e+03
s2	0	EO	old	2487
s2	0	EO	new	1.434700e+03
s2	1	EO	new	1.854500e+03
s2	0	EO	old	1.495300e+03
s2	1	EO	new	2.389500e+03
s2	1	EO	old	3.393200e+03
s2	1	EO	new	3.419800e+03
s2	1	EO	old	1.313500e+03
s2	1	EO	old	2.596900e+03
s2	0	EO	new	3.269600e+03
s2	1	EO	old	2962
s2	0	EO	old	2.269700e+03
s2	1	EO	old	7.553000e+02
s2	1	EO	old	2.533200e+03
s2	0	EO	new	3.057200e+03
s2	0	EO	new	3.005200e+03
s2	1	EO	new	1.424100e+03
s2	0	EO	new	2.659700e+03
s2	1	EO	old	3.190900e+03
s2	0	EO	new	1.557500e+03
s2	1	EO	old	1.607700e+03
s2	1	EO	old	3434
s2	0	EO	old	2.754500e+03
s2	0	EO	old	2.296300e+03
s2	1	EO	new	9.082000e+02
s2	1	EO	old	3.046500e+03
s2	1	EO	new	2.596600e+03
s2	1	EO	new	1.378100e+03
s2	0	EO	old	2.319700e+03
s2	1	EO	old	2.458400e+03
s2	0	EO	old	2.924800e+03
s2	1	EO	new	1.869100e+03
s2	0	EO	old	3.596900e+03
s2	1	EC	new	1.807400e+03
s2	1	EC	new	2712
s2	1	EC	old	3.598700e+03
s2	0	EC	new	3.038200e+03
s2	1	EC	old	1.584300e+03
s2	0	EC	old	2.325200e+03
s2	0	EC	new	2.850900e+03
s2	0	EC	new	3.962300e+03
s2	1	EC	old	1.068400e+03
s2	1	EC	old	1.239700e+03
s2	1	EC	old	4.178200e+03
s2	0	EC	new	2082
s2	1	EC	old	3.323100e+03
s2	1	EC	old	2.259700e+03
s2	1	EC	old	1.570500e+03
s2	1	EC	new	1.129500e+03
s2	0	EC	new	1.736500e+03
s2	0	EC	old	2810
s2	1	EC	old	2.333900e+03
s2	0	EC	new	2.321300e+03
s2	0	EC	old	2.244700e+03
s2	1	EC	new	2.524800e+03
s2	1	EC	new	2.251800e+03
s2	1	EC	new	2.105800e+03
s2	0	EC	old	2.984900e+03
s2	1	EC	new	1.235900e+03
s2	1	EC	old	2.056100e+03
s2	0	EC	new	2665
s2	1	EC	new	1.801500e+03
s2	1	EC	new	3.067800e+03
s2	0	EC	old	1.944400e+03
s2	1	EC	old	2133
s2	1	EC	old	1.368400e+03
s2	1	EC	new	1986
s2	1	EC	new	3.193600e+03
s2	0	EC	old	1.323100e+03
s2	1	EC	new	2417
s2	0	EC	new	2.884900e+03
s2	1	EC	new	1.688900e+03
s2	1	EC	old	1.696800e+03
s2	1	EC	new	1.118900e+03
s2	0	EC	new	2.521800e+03
s2	0	EC	new	4.167300e+03
s2	0	EC	old	1.488900e+03
s2	1	EC	new	1.102400e+03
s2	0	EC	old	1.995900e+03
s2	1	EC	new	1.056800e+03
s2	0	EC	new	1.149700e+03
s2	1	EC	old	2.573200e+03
s2	0	EC	old	2.878600e+03
s3	1	EO	old	7.530000e+01
s3	1	EO	new	1.369500e+03
s3	0	EO	new	8.842000e+02
s3	1	EO	old	1.325700e+03
s3	1	EO	old	8.981000e+02
s3	1	EO	old	6.218000e+02
s3	1	EO	old	8.369000e+02
s3	1	EO	new	1.252500e+03
s3	0	EO	old	8.443000e+02
s3	1	EO	new	1.121200e+03
s3	1	EO	old	1425
s3	1	EO	old	1195
s3	1	EO	old	7.366000e+02
s3	1	EO	old	1.064500e+03
s3	0	EO	old	2.535200e+03
s3	0	EO	new	1.835800e+03
s3	0	EO	old	1.154200e+03
s3	1	EO	old	8.511000e+02
s3	1	EO	old	8.906000e+02
s3	1	EO	new	1.274600e+03
s3	0	EO	new	3.737100e+03
s3	1	EO	new	1.092900e+03
s3	0	EO	old	2.269200e+03
s3	0	EO	old	2.353800e+03
s3	1	EO	new	1.096900e+03
s3	0	EO	new	1.280200e+03
s3	0	EO	old	1.660500e+03
s3	1	EO	new	1.516400e+03
s3	1	EO	old	7.839000e+02
s3	1	EO	old	8.643000e+02
s3	0	EO	old	1.058900e+03
s3	0	EO	old	1.110700e+03
s3	1	EO	old	1.085800e+03
s3	1	EO	old	1.214100e+03
s3	1	EO	old	1.442600e+03
s3	0	EO	old	1.110700e+03
s3	0	EO	old	8.845000e+02
s3	1	EO	old	1.012700e+03
s3	1	EO	new	1.033100e+03
s3	1	EO	old	8.932000e+02
s3	1	EO	new	1.265100e+03
s3	0	EO	new	2.449200e+03
s3	0	EO	old	7.143000e+02
s3	0	EO	old	1.632200e+03
s3	0	EO	old	1.562100e+03
s3	0	EO	new	1.245600e+03
s3	1	EO	new	1.435900e+03
s3	1	EO	new	1.814800e+03
s3	0	EO	old	3.028400e+03
s3	0	EO	new	3.567900e+03
s3	1	EC	old	1.893800e+03
s3	1	EC	old	8.132000e+02
s3	1	EC	new	1.025500e+03
s3	1	EC	old	6.867000e+02
s3	1	EC	new	1.296200e+03
s3	1	EC	old	847
s3	1	EC	old	8.608000e+02
s3	1	EC	old	5.676000e+02
s3	1	EC	old	5.994000e+02
s3	1	EC	new	9.903000e+02
s3	1	EC	new	1539
s3	0	EC	old	1.193400e+03
s3	0	EC	old	9.388000e+02
s3	1	EC	old	8.481000e+02
s3	1	EC	old	8.029000e+02
s3	1	EC	old	1.317600e+03
s3	1	EC	old	673
s3	1	EC	new	1245
s3	1	EC	new	1.064200e+03
s3	0	EC	old	1.243600e+03
s3	0	EC	old	1671
s3	1	EC	old	8.569000e+02
s3	1	EC	old	6.854000e+02
s3	0	EC	old	9.975000e+02
s3	1	EC	old	9.397000e+02
s3	1	EC	old	1.222600e+03
s3	1	EC	new	1.804200e+03
s3	1	EC	old	6.227000e+02
s3	1	EC	old	8.557000e+02
s3	0	EC	old	1.353900e+03
s3	1	EC	new	8.906000e+02
s3	1	EC	old	1.107100e+03
s3	0	EC	new	2.626500e+03
s3	0	EC	old	7.752000e+02
s3	0	EC	old	1.016100e+03
s3	0	EC	old	1.299600e+03
s3	1	EC	old	5.877000e+02
s3	0	EC	old	1.246900e+03
s3	1	EC	old	8.367000e+02
s3	1	EC	old	1.116900e+03
s3	0	EC	old	2.135200e+03
s3	1	EC	old	1.136600e+03
s3	1	EC	old	1440
s3	0	EC	old	889
s3	1	EC	new	9.498000e+02
s3	1	EC	new	9.625000e+02
s3	1	EC	new	2.035100e+03
s3	1	EC	new	1.171300e+03
s3	1	EC	old	6.876000e+02
s3	0	EC	old	1.189400e+03
s3	1	EO	old	2.022100e+03
s3	1	EO	new	1.269200e+03
s3	1	EO	old	1043
s3	1	EO	new	1.384700e+03
s3	1	EO	new	2.183800e+03
s3	1	EO	old	1.072700e+03
s3	1	EO	new	1.315200e+03
s3	1	EO	old	8.134000e+02
s3	1	EO	old	8.135000e+02
s3	1	EO	old	7.814000e+02
s3	0	EO	old	1.358600e+03
s3	0	EO	old	1.538700e+03
s3	1	EO	old	1.079600e+03
s3	1	EO	old	9.585000e+02
s3	1	EO	old	9.695000e+02
s3	0	EO	old	8.999000e+02
s3	1	EO	old	1.860900e+03
s3	0	EO	old	1.142800e+03
s3	0	EO	old	1.555100e+03
s3	1	EO	old	1.135700e+03
s3	0	EO	new	2.367600e+03
s3	1	EO	old	8.862000e+02
s3	1	EO	new	1.040800e+03
s3	1	EO	new	1.181900e+03
s3	0	EO	old	9.101000e+02
s3	1	EO	old	9.329000e+02
s3	0	EO	old	1.111800e+03
s3	1	EO	old	1038
s3	1	EO	new	1.483200e+03
s3	1	EO	new	1199
s3	1	EO	new	1.076200e+03
s3	1	EO	old	1.376800e+03
s3	0	EO	new	1.193300e+03
s3	1	EO	old	8.794000e+02
s3	0	EO	new	2.576200e+03
s3	0	EO	new	2.286700e+03
s3	1	EO	new	8.245000e+02
s3	0	EO	old	9.916000e+02
s3	0	EO	old	1.072600e+03
s3	1	EO	old	9.307000e+02
s3	1	EO	new	1.103900e+03
s3	0	EO	old	8.948000e+02
s3	1	EO	new	1.125100e+03
s3	1	EO	old	861
s3	0	EO	old	9.043000e+02
s3	0	EO	new	1.803100e+03
s3	1	EO	old	6.202000e+02
s3	1	EO	new	1.469800e+03
s3	1	EO	old	209
s3	0	EO	old	1.306900e+03
s3	1	EC	new	1.498300e+03
s3	1	EC	new	1.068400e+03
s3	0	EC	new	2.442100e+03
s3	1	EC	new	2.036700e+03
s3	1	EC	new	2.196600e+03
s3	0	EC	old	1.043800e+03
s3	1	EC	old	9.203000e+02
s3	1	EC	old	1.037800e+03
s3	0	EC	old	1.373400e+03
s3	1	EC	old	8.183000e+02
s3	1	EC	old	1.300600e+03
s3	1	EC	new	9.078000e+02
s3	1	EC	new	8.785000e+02
s3	0	EC	old	1.079500e+03
s3	0	EC	old	964
s3	0	EC	old	1.129800e+03
s3	1	EC	old	6.404000e+02
s3	0	EC	old	7.395000e+02
s3	1	EC	old	1.103400e+03
s3	0	EC	old	9.137000e+02
s3	1	EC	old	7.698000e+02
s3	1	EC	old	6.312000e+02
s3	0	EC	old	1.366300e+03
s3	1	EC	old	1.228500e+03
s3	0	EC	new	1.670900e+03
s3	1	EC	new	9.836000e+02
s3	1	EC	old	5.821000e+02
s3	1	EC	old	8.164000e+02
s3	0	EC	old	7.678000e+02
s3	0	EC	old	8.424000e+02
s3	1	EC	new	1.338300e+03
s3	1	EC	old	8.518000e+02
s3	1	EC	new	1.064600e+03
s3	1	EC	old	911
s3	1	EC	old	6.695000e+02
s3	1	EC	old	9.585000e+02
s3	1	EC	old	7.326000e+02
s3	1	EC	old	672
s3	1	EC	old	9.113000e+02
s3	1	EC	old	642
s3	1	EC	old	9.504000e+02
s3	0	EC	old	8.479000e+02
s3	1	EC	new	1.746900e+03
s3	1	EC	old	1.058400e+03
s3	0	EC	old	9.642000e+02
s3	0	EC	old	1.058900e+03
s3	1	EC	old	9.032000e+02
s3	0	EC	old	9.966000e+02
s3	1	EC	old	1.235800e+03
s3	0	EC	old	1.036600e+03
s3	1	EO	old	1.231300e+03
s3	0	EO	old	2.161400e+03
s3	0	EO	old	1.520600e+03
s3	1	EO	new	9.904000e+02
s3	1	EO	old	9.284000e+02
s3	1	EO	old	730
s3	1	EO	new	1.558500e+03
s3	1	EO	old	7.994000e+02
s3	1	EO	new	1.038200e+03
s3	1	EO	old	7.033000e+02
s3	1	EO	new	1.206400e+03
s3	0	EO	new	1662
s3	1	EO	old	1.045400e+03
s3	1	EO	old	2.108500e+03
s3	1	EO	new	1.296600e+03
s3	1	EO	old	2513
s3	1	EO	old	6.048000e+02
s3	1	EO	new	1.061300e+03
s3	1	EO	old	9.543000e+02
s3	0	EO	old	9.226000e+02
s3	1	EO	new	1.246700e+03
s3	1	EO	old	1.146700e+03
s3	1	EO	new	9.601000e+02
s3	0	EO	old	1138
s3	0	EO	new	1.190200e+03
s3	1	EO	old	1.050500e+03
s3	1	EO	new	1.157100e+03
s3	1	EO	old	8.329000e+02
s3	1	EO	old	1.106400e+03
s3	1	EO	old	6.366000e+02
s3	0	EO	old	5.323000e+02
s3	1	EO	old	9.373000e+02
s3	1	EO	old	8.353000e+02
s3	1	EO	old	5.221000e+02
s3	1	EO	new	8.685000e+02
s3	1	EO	old	1.310800e+03
s3	1	EO	new	1.083900e+03
s3	0	EO	old	9.841000e+02
s3	1	EO	old	5.377000e+02
s3	1	EO	new	9.375000e+02
s3	1	EO	new	1.105100e+03
s3	1	EO	new	1198
s3	1	EO	old	7.269000e+02
s3	1	EO	old	8.972000e+02
s3	1	EO	new	1.205300e+03
s3	0	EO	old	9.954000e+02
s3	1	EO	new	957
s3	0	EO	old	931
s3	0	EO	old	6.198000e+02
s3	1	EO	old	1.097800e+03
s3	1	EO	new	1.817600e+03
s3	1	EO	new	2.623700e+03
s3	1	EO	new	1.018700e+03
s3	1	EO	old	8.123000e+02
s3	1	EO	old	1.254200e+03
s3	1	EO	old	696
s3	0	EO	old	1.163900e+03
s3	0	EO	old	806
s3	1	EO	old	6.522000e+02
s3	1	EO	new	2.300100e+03
s3	1	EO	old	7.132000e+02
s3	1	EO	new	9.212000e+02
s3	1	EO	new	2.098900e+03
s3	1	EO	new	2.371600e+03
s3	1	EO	old	8.288000e+02
s3	1	EO	old	6.724000e+02
s3	1	EO	old	8.278000e+02
s3	1	EO	new	1.332700e+03
s3	1	EO	old	6.957000e+02
s3	0	EO	old	1.492100e+03
s3	0	EO	old	1.462400e+03
s3	1	EO	new	1.539600e+03
s3	1	EO	old	9.688000e+02
s3	1	EO	new	976
s3	1	EO	old	7.857000e+02
s3	1	EO	old	1.443700e+03
s3	1	EO	old	1.314500e+03
s3	0	EO	new	1.294100e+03
s3	1	EO	new	1.308400e+03
s3	1	EO	old	6.275000e+02
s3	0	EO	new	1.177700e+03
s3	1	EO	old	6.821000e+02
s3	1	EO	old	8.446000e+02
s3	0	EO	old	1.645100e+03
s3	1	EO	old	9.013000e+02
s3	1	EO	old	1.046100e+03
s3	1	EO	old	6.782000e+02
s3	1	EO	old	7.485000e+02
s3	1	EO	old	9.864000e+02
s3	0	EO	old	708
s3	0	EO	old	1.366800e+03
s3	1	EO	new	1.239600e+03
s3	1	EO	old	5.944000e+02
s3	0	EO	old	8.576000e+02
s3	0	EO	old	9.712000e+02
s3	1	EO	new	1.048100e+03
s3	1	EO	old	9.264000e+02
s3	0	EO	old	9.539000e+02
s3	0	EO	old	9.263000e+02
s3	0	EO	old	1.832200e+03
s3	1	EC	new	1.131900e+03
s3	0	EC	old	1.300700e+03
s3	0	EC	new	9.207000e+02
s3	1	EC	old	8.548000e+02
s3	1	EC	old	1.053300e+03
s3	1	EC	new	9.619000e+02
s3	1	EC	old	8.774000e+02
s3	0	EC	new	1.301600e+03
s3	1	EC	old	1027
s3	1	EC	old	3.194900e+03
s3	1	EC	old	6.925000e+02
s3	1	EC	old	8.958000e+02
s3	1	EC	old	748
s3	1	EC	old	1.005900e+03
s3	1	EC	old	1.603300e+03
s3	1	EC	new	1.236900e+03
s3	1	EC	old	8.571000e+02
s3	1	EC	new	1.464700e+03
s3	1	EC	old	787
s3	1	EC	old	1.019500e+03
s3	0	EC	old	9.254000e+02
s3	0	EC	old	1.115700e+03
s3	0	EC	old	9.586000e+02
s3	0	EC	old	9.756000e+02
s3	0	EC	old	9.476000e+02
s3	1	EC	new	1.452400e+03
s3	1	EC	old	1.081900e+03
s3	0	EC	new	9.403000e+02
s3	1	EC	new	8.418000e+02
s3	0	EC	old	1.117600e+03
s3	0	EC	old	9.949000e+02
s3	0	EC	new	1.087700e+03
s3	0	EC	new	9.801000e+02
s3	1	EC	new	1.190100e+03
s3	1	EC	new	1.206500e+03
s3	0	EC	old	9.641000e+02
s3	1	EC	new	1.072200e+03
s3	1	EC	old	9.725000e+02
s3	0	EC	old	2.646900e+03
s3	1	EC	old	9.401000e+02
s3	0	EC	old	1.169600e+03
s3	1	EC	old	1.001300e+03
s3	1	EC	old	9.557000e+02
s3	1	EC	new	1.056200e+03
s3	1	EC	new	9.846000e+02
s3	1	EC	new	1.819500e+03
s3	1	EC	new	1.234400e+03
s3	1	EC	old	7.985000e+02
s3	0	EC	new	1.251200e+03
s3	0	EC	old	1.204100e+03
s3	0	EC	new	1.983700e+03
s3	0	EC	new	1.101800e+03
s3	1	EC	old	762
s3	0	EC	old	1.120500e+03
s3	0	EC	old	9.358000e+02
s3	1	EC	old	5.683000e+02
s3	1	EC	old	9.087000e+02
s3	0	EC	old	8.753000e+02
s3	1	EC	new	9.845000e+02
s3	0	EC	old	8.249000e+02
s3	0	EC	old	1.878200e+03
s3	0	EC	old	9.493000e+02
s3	1	EC	old	6.928000e+02
s3	0	EC	old	9.333000e+02
s3	0	EC	old	5.849000e+02
s3	0	EC	old	1.215400e+03
s3	0	EC	new	1.869800e+03
s3	1	EC	old	1.609400e+03
s3	0	EC	old	1.007700e+03
s3	1	EC	old	5.003000e+02
s3	0	EC	old	7.292000e+02
s3	1	EC	new	1.271200e+03
s3	1	EC	new	2.437300e+03
s3	1	EC	new	1.366700e+03
s3	0	EC	old	1802
s3	1	EC	old	8.307000e+02
s3	1	EC	old	7.143000e+02
s3	0	EC	old	9.447000e+02
s3	0	EC	old	1.702400e+03
s3	1	EC	old	9.639000e+02
s3	1	EC	old	7.499000e+02
s3	1	EC	old	8.499000e+02
s3	1	EC	new	1.774700e+03
s3	1	EC	old	1.084100e+03
s3	1	EC	old	8.911000e+02
s3	1	EC	old	6.637000e+02
s3	0	EC	old	5.294000e+02
s3	0	EC	old	1.289100e+03
s3	1	EC	old	8.818000e+02
s3	0	EC	old	1.157300e+03
s3	1	EC	old	1.559100e+03
s3	0	EC	old	8.408000e+02
s3	1	EC	old	8.815000e+02
s3	0	EC	old	1.013600e+03
s3	0	EC	old	9.199000e+02
s3	1	EC	old	1.218900e+03
s3	1	EC	old	8.742000e+02
s3	1	EC	old	7.007000e+02
s3	1	EC	old	8.183000e+02
s3	1	EC	old	5.469000e+02
s4	1	EO	old	2.143500e+03
s4	0	EO	old	1.146100e+03
s4	0	EO	new	1.205200e+03
s4	1	EO	old	8.895000e+02
s4	1	EO	old	7.686000e+02
s4	0	EO	new	1.123800e+03
s4	0	EO	new	1.710900e+03
s4	1	EO	new	1.324900e+03
s4	1	EO	new	9.794000e+02
s4	1	EO	new	1.872600e+03
s4	0	EO	new	921
s4	0	EO	new	8.009000e+02
s4	1	EO	old	9.953000e+02
s4	1	EO	old	1.222700e+03
s4	1	EO	new	9.052000e+02
s4	1	EO	old	1.598900e+03
s4	1	EO	new	9.961000e+02
s4	0	EO	new	9.134000e+02
s4	0	EO	new	8.879000e+02
s4	1	EO	new	1.439100e+03
s4	0	EO	new	9.062000e+02
s4	1	EO	new	1.181100e+03
s4	1	EO	new	7.532000e+02
s4	1	EO	new	1.004100e+03
s4	1	EO	new	1.225500e+03
s4	1	EO	old	1.366500e+03
s4	1	EO	new	1.042200e+03
s4	1	EO	new	9.138000e+02
s4	0	EO	new	1129
s4	0	EO	new	8.585000e+02
s4	1	EO	new	8.795000e+02
s4	1	EO	new	1.116500e+03
s4	1	EO	old	1.035300e+03
s4	0	EO	new	8.913000e+02
s4	1	EO	old	1.419100e+03
s4	1	EO	new	1.794600e+03
s4	1	EO	new	9.499000e+02
s4	0	EO	new	1.515800e+03
s4	1	EO	new	860
s4	0	EO	new	1.134400e+03
s4	1	EO	new	8.218000e+02
s4	0	EO	new	9.745000e+02
s4	0	EO	old	1.739100e+03
s4	1	EO	new	1.018400e+03
s4	1	EO	new	1.114800e+03
