sbj	rsp	eye	sta	rt
s14	1	EC	new	617
s14	0	EC	new	6.308000e+02
s14	1	EC	new	6.938000e+02
s14	1	EC	new	9.657000e+02
s14	1	EC	old	7.756000e+02
s14	1	EC	new	2.741500e+03
s14	1	EC	new	7.404000e+02
s14	1	EC	new	5.874000e+02
s14	0	EC	new	6.728000e+02
s14	0	EC	new	9.868000e+02
s14	1	EC	new	2.311700e+03
s14	1	EC	new	6.416000e+02
s14	1	EC	new	5.995000e+02
s14	1	EC	new	1.709400e+03
s14	1	EC	new	5.773000e+02
s14	0	EC	new	9.773000e+02
s14	1	EC	new	850
s14	1	EC	new	6.214000e+02
s14	1	EC	new	5.073000e+02
s14	0	EC	new	4.253000e+02
s14	1	EC	old	8.011000e+02
s14	1	EC	old	8.382000e+02
s14	1	EC	new	565
s14	1	EC	new	5.618000e+02
s14	1	EC	old	6.598000e+02
s14	1	EC	new	6.624000e+02
s14	1	EC	old	6.463000e+02
s14	1	EC	new	8.462000e+02
s14	1	EC	new	1.011100e+03
s14	0	EC	old	5.819000e+02
s14	1	EC	old	1.193900e+03
s14	1	EC	old	6.628000e+02
s14	1	EC	old	9.488000e+02
s14	1	EC	new	8.273000e+02
s14	1	EC	old	1.002300e+03
s14	1	EC	new	1.141100e+03
s14	1	EC	new	732
s14	0	EC	old	1.255800e+03
s14	1	EC	old	7.498000e+02
s14	1	EC	new	5.377000e+02
s14	1	EC	old	7.246000e+02
s14	0	EC	new	6.602000e+02
s14	0	EC	new	9.851000e+02
s14	1	EC	old	922
s14	1	EC	new	4.939000e+02
s14	0	EC	new	6.258000e+02
s14	0	EC	new	1.059800e+03
s14	1	EC	old	9.416000e+02
s14	0	EC	new	5.115000e+02
s14	1	EC	new	1.080100e+03
s14	0	EC	new	721
s14	1	EC	old	6.959000e+02
s14	0	EC	new	7.938000e+02
s14	1	EC	old	7.837000e+02
s14	1	EC	old	5.586000e+02
s14	1	EC	new	5.925000e+02
s14	0	EC	old	7.304000e+02
s14	1	EC	new	8.099000e+02
s14	1	EC	old	5.049000e+02
s14	0	EC	old	1.134800e+03
s14	1	EC	new	4.957000e+02
s14	1	EC	new	6.106000e+02
s14	0	EC	new	6.565000e+02
s14	1	EC	new	6.284000e+02
s14	1	EC	new	7.313000e+02
s14	1	EC	new	1.535900e+03
s14	1	EO	new	1.210400e+03
s14	1	EO	new	7.089000e+02
s14	0	EO	new	9.287000e+02
s14	0	EO	new	1.000000e-01
s14	0	EO	new	1.312500e+03
s14	0	EO	new	870
s14	0	EO	new	647
s14	1	EO	new	4.858000e+02
s14	1	EO	new	5.907000e+02
s14	0	EO	new	5.576000e+02
s14	1	EO	old	7.625000e+02
s14	1	EO	new	9.785000e+02
s14	1	EO	new	7.494000e+02
s14	0	EO	old	8.169000e+02
s14	1	EO	new	8.779000e+02
s14	1	EO	new	7.608000e+02
s14	0	EO	new	7.626000e+02
s14	1	EO	new	8.526000e+02
s14	1	EO	new	6.265000e+02
s14	1	EO	new	8.383000e+02
s14	1	EO	old	6.343000e+02
s14	0	EO	new	5.559000e+02
s14	1	EO	new	6.537000e+02
s14	0	EO	new	5.657000e+02
s14	0	EO	old	5.226000e+02
s14	1	EO	new	6.315000e+02
s14	0	EO	old	8.444000e+02
s14	1	EO	new	5.752000e+02
s14	1	EO	new	6.602000e+02
s14	1	EO	old	6.887000e+02
s14	0	EO	new	6.366000e+02
s14	1	EO	new	9.766000e+02
s14	1	EO	new	8.505000e+02
s14	1	EO	old	6.853000e+02
s14	0	EO	new	5.763000e+02
s14	0	EO	new	1.209200e+03
s14	1	EO	new	8.991000e+02
s14	1	EO	old	1.106700e+03
s14	0	EO	new	6.295000e+02
s14	1	EO	old	7.324000e+02
s14	1	EO	new	6.064000e+02
s14	1	EO	new	9.342000e+02
s14	1	EO	old	9.421000e+02
s14	0	EO	old	5.621000e+02
s14	0	EO	new	5.819000e+02
s14	1	EO	new	6.016000e+02
s14	1	EO	old	1.284500e+03
s14	1	EO	new	5.013000e+02
s14	1	EO	new	7.883000e+02
s14	1	EO	old	6.422000e+02
s14	0	EO	new	6.991000e+02
s14	0	EO	new	1016
s14	1	EO	old	7.058000e+02
s14	0	EO	new	5.234000e+02
s15	1	EC	old	1.158300e+03
s15	0	EC	old	1.960200e+03
s15	0	EC	new	1.370100e+03
s15	1	EC	old	1100
s15	1	EC	old	2.135800e+03
s15	0	EC	new	1.663700e+03
s15	0	EC	new	2.255600e+03
s15	1	EC	new	1.645500e+03
s15	1	EC	new	1.277400e+03
s15	0	EC	old	2.066300e+03
s15	0	EC	new	1.514300e+03
s15	1	EC	old	1.024100e+03
s15	0	EC	new	2155
s15	0	EC	new	1.467900e+03
s15	1	EC	new	2.544800e+03
s15	1	EC	old	2.540700e+03
s15	0	EC	old	2.882500e+03
s15	1	EC	old	1.438400e+03
s15	0	EC	new	2.538300e+03
s15	0	EC	old	1.615300e+03
s15	0	EC	new	1.756200e+03
s15	1	EC	new	3176
s15	0	EC	old	3.207900e+03
s15	0	EC	old	1.339800e+03
s15	0	EC	old	3.306700e+03
s15	1	EC	old	1.495700e+03
s15	0	EC	old	1.820500e+03
s15	1	EC	new	1.451400e+03
s15	0	EC	new	3.701200e+03
s15	0	EC	new	2.334200e+03
s15	0	EC	old	1248
s15	1	EC	new	1616
s15	1	EC	old	1.934900e+03
s15	0	EC	new	1.778800e+03
s15	0	EC	new	1.956700e+03
s15	1	EC	new	1.259600e+03
s15	1	EC	new	1.909500e+03
s15	0	EC	new	2.783200e+03
s15	1	EC	new	1.707200e+03
s15	1	EC	old	1.547100e+03
s15	1	EC	new	2986
s15	0	EC	new	1.803800e+03
s15	0	EC	old	2.300800e+03
s15	0	EC	old	2.134700e+03
s15	0	EC	old	1.431500e+03
s15	0	EC	new	1.157500e+03
s15	1	EC	new	1.697400e+03
s15	1	EC	new	1.564200e+03
s15	1	EC	new	2.079200e+03
s15	0	EC	new	3975
s15	1	EO	old	2.646900e+03
s15	0	EO	new	2.340700e+03
s15	0	EO	old	1.254700e+03
s15	0	EO	new	1.062500e+03
s15	1	EO	new	1.470500e+03
s15	1	EO	old	1.447400e+03
s15	0	EO	new	1.604300e+03
s15	1	EO	old	1.855100e+03
s15	0	EO	new	1.385900e+03
s15	0	EO	old	2.927900e+03
s15	0	EO	old	1.353800e+03
s15	1	EO	new	2.011700e+03
s15	1	EO	new	1.660600e+03
s15	1	EO	old	2.421500e+03
s15	1	EO	old	1.523400e+03
s15	0	EO	new	2.477300e+03
s15	1	EO	old	3.467100e+03
s15	1	EO	new	1.293100e+03
s15	1	EO	new	2.236900e+03
s15	1	EO	new	1.778900e+03
s15	0	EO	old	1.576800e+03
s15	1	EO	old	1.369700e+03
s15	1	EO	old	2.187500e+03
s15	0	EO	old	2.292400e+03
s15	0	EO	new	1.697300e+03
s15	1	EO	old	1.842200e+03
s15	1	EO	new	1.456100e+03
s15	0	EO	new	1699
s15	0	EO	new	1.953900e+03
s15	0	EO	old	8.818000e+02
s15	1	EO	new	1.538700e+03
s15	1	EO	old	1.597600e+03
s15	0	EO	new	2.995500e+03
s15	1	EO	new	1.531300e+03
s15	1	EO	new	2.293300e+03
s15	1	EO	new	2.183200e+03
s15	1	EO	old	1.467100e+03
s15	0	EO	old	1128
s15	0	EO	new	1.708900e+03
s15	1	EO	old	8.807000e+02
s15	1	EO	new	2.417600e+03
s15	1	EO	old	1.466500e+03
s15	0	EO	new	1.806300e+03
s15	1	EO	new	3.198300e+03
s15	1	EO	new	2.212200e+03
s15	0	EO	old	1.814100e+03
s15	1	EO	new	2.247900e+03
s15	1	EO	new	1.221900e+03
s15	0	EO	new	1.859800e+03
s15	1	EO	new	2.809700e+03
s15	1	EC	old	1.677700e+03
s15	1	EC	new	1.678500e+03
s15	0	EC	new	1.478500e+03
s15	1	EC	new	1.193300e+03
s15	0	EC	old	1.172300e+03
s15	0	EC	new	1.000000e-01
s15	1	EC	new	2.665900e+03
s15	0	EC	new	1.000000e-01
s15	0	EC	new	2.426700e+03
s15	1	EC	old	2.011700e+03
s15	1	EC	new	1.573600e+03
s15	0	EC	new	1.000000e-01
s15	0	EC	new	2.701300e+03
s15	0	EC	new	2.239200e+03
s15	0	EC	new	2.315200e+03
s15	1	EC	new	1.408100e+03
s15	1	EC	old	1.083900e+03
s15	0	EC	old	1.229900e+03
s15	0	EC	old	1.435700e+03
s15	0	EC	new	2.562600e+03
s15	1	EC	old	1.481400e+03
s15	0	EC	new	2.467300e+03
s15	0	EC	old	2.452200e+03
s15	0	EC	new	1.000000e-01
s15	0	EC	old	1.424100e+03
s15	1	EC	old	2021
s15	0	EC	new	1.000000e-01
s15	1	EC	old	2.090700e+03
s15	0	EC	new	1.000000e-01
s15	1	EC	new	3.211500e+03
s15	0	EC	new	1.000000e-01
s15	0	EC	new	1.000000e-01
s15	1	EC	old	1.238300e+03
s15	0	EC	new	1.000000e-01
s15	0	EC	new	2.000000e-01
s15	0	EC	new	4.000900e+03
s15	1	EC	new	2.185800e+03
s15	1	EC	new	1.263700e+03
s15	1	EC	new	1.690600e+03
s15	0	EC	new	2.203500e+03
s15	1	EC	new	2.759300e+03
s15	1	EC	new	1.657300e+03
s15	1	EC	new	1.421200e+03
s15	0	EC	new	1.000000e-01
s15	0	EC	old	1.820800e+03
s15	1	EC	old	2.144900e+03
s15	1	EC	old	1.624700e+03
s15	0	EC	new	1.000000e-01
s15	0	EC	new	2.636500e+03
s15	1	EC	new	1.471500e+03
s15	1	EO	new	1.659900e+03
s15	1	EO	new	1.594700e+03
s15	1	EO	old	1.492600e+03
s15	1	EO	new	1.003500e+03
s15	1	EO	new	1.082400e+03
s15	1	EO	new	1.420300e+03
s15	1	EO	old	1.518100e+03
s15	0	EO	new	2.111100e+03
s15	0	EO	old	1193
s15	0	EO	new	2.706800e+03
s15	1	EO	old	1.464700e+03
s15	1	EO	new	1.509700e+03
s15	1	EO	new	1.805500e+03
s15	1	EO	new	1.489500e+03
s15	1	EO	new	2.282400e+03
s15	0	EO	old	1.584300e+03
s15	1	EO	old	7.321000e+02
s15	1	EO	new	1.327900e+03
s15	1	EO	old	2.093900e+03
s15	0	EO	old	1.292700e+03
s15	1	EO	old	1.266700e+03
s15	0	EO	new	1.400500e+03
s15	1	EO	new	1.048500e+03
s15	0	EO	new	2.762300e+03
s15	1	EO	old	1.614300e+03
s15	1	EO	new	2.415100e+03
s15	0	EO	new	1.129100e+03
s15	1	EO	old	1.095900e+03
s15	1	EO	new	1.453800e+03
s15	1	EO	new	1.442700e+03
s15	1	EO	new	1.595600e+03
s15	1	EO	old	1.276500e+03
s15	1	EO	new	1.080500e+03
s15	1	EO	old	1.089300e+03
s15	1	EO	old	9.282000e+02
s15	0	EO	new	1.574100e+03
s15	1	EO	old	1.164900e+03
s15	0	EO	new	1.448900e+03
s15	1	EO	old	9.437000e+02
s15	0	EO	new	1.534700e+03
s15	1	EO	old	1.953600e+03
s15	0	EO	old	1.719500e+03
s15	1	EO	new	1.546300e+03
s15	1	EO	old	1.529300e+03
s15	1	EO	new	1.318100e+03
s15	0	EO	old	1303
s15	1	EO	old	1.841900e+03
s15	0	EO	old	1.542700e+03
s15	0	EO	new	1.763700e+03
s15	1	EO	new	1.917500e+03
s15	1	EC	old	1.004500e+03
s15	1	EC	new	1.048300e+03
s15	1	EC	new	1.354200e+03
s15	1	EC	new	1.138100e+03
s15	0	EC	new	1009
s15	0	EC	new	1.056900e+03
s15	1	EC	new	1.091800e+03
s15	1	EC	old	9.297000e+02
s15	0	EC	old	1.220500e+03
s15	0	EC	new	1.513500e+03
s15	1	EC	new	1.294300e+03
s15	1	EC	old	1.601300e+03
s15	1	EC	old	1.217200e+03
s15	0	EC	new	1.185100e+03
s15	1	EC	new	2.383900e+03
s15	0	EC	new	1.486900e+03
s15	1	EC	old	2.390700e+03
s15	0	EC	old	1.511600e+03
s15	0	EC	new	2.153500e+03
s15	1	EC	new	2.145400e+03
s15	0	EC	old	1.301400e+03
s15	0	EC	new	1.333300e+03
s15	1	EC	new	1.490100e+03
s15	1	EC	new	2237
s15	0	EC	new	2.124900e+03
s15	1	EC	old	1.223700e+03
s15	1	EC	new	1.375700e+03
s15	0	EC	new	1.468500e+03
s15	1	EC	old	1.073500e+03
s15	0	EC	new	2.345300e+03
s15	1	EC	new	1.304200e+03
s15	1	EC	old	2.844200e+03
s15	1	EC	old	1791
s15	1	EC	old	2.512900e+03
s15	0	EC	old	1.804700e+03
s15	1	EC	old	1.054700e+03
s15	1	EC	new	1.327500e+03
s15	1	EC	new	2.702500e+03
s15	1	EC	old	1.260300e+03
s15	1	EC	new	1.961300e+03
s15	0	EC	old	1.203200e+03
s15	1	EC	new	3.150100e+03
s15	1	EC	old	1185
s15	1	EC	old	2.151800e+03
s15	1	EC	new	1.211700e+03
s15	1	EC	new	1.233700e+03
s15	1	EC	new	9.154000e+02
s15	0	EC	old	1.873400e+03
s15	1	EC	new	1.663300e+03
s15	1	EC	old	1.935200e+03
s15	0	EC	old	1.207900e+03
s15	1	EC	new	1.227700e+03
s15	0	EC	old	1.670600e+03
s15	0	EC	new	9.716000e+02
s15	1	EC	old	1.244400e+03
s15	1	EC	old	1.869300e+03
s15	1	EC	new	2.324200e+03
s15	1	EC	new	1.032100e+03
s15	1	EC	old	864
s15	0	EC	old	1.154900e+03
s15	0	EC	new	1.610800e+03
s15	1	EC	new	1.596600e+03
s15	1	EC	new	1.213600e+03
s15	1	EC	new	1.886500e+03
s15	0	EC	new	1.765400e+03
s15	1	EC	old	1.176300e+03
s15	0	EC	new	3.558100e+03
s15	1	EC	new	1129
s15	1	EC	old	8.429000e+02
s15	0	EC	old	1.472800e+03
s15	1	EC	new	1.417700e+03
s15	0	EC	old	1.757600e+03
s15	0	EC	new	1.460500e+03
s15	0	EC	old	2.097300e+03
s15	1	EC	old	1.137300e+03
s15	1	EC	old	1.388200e+03
s15	1	EC	old	1.157100e+03
s15	1	EC	old	915
s15	1	EC	new	8.739000e+02
s15	0	EC	new	1.707700e+03
s15	1	EC	old	1.318700e+03
s15	1	EC	old	1.193500e+03
s15	0	EC	new	2.142300e+03
s15	1	EC	new	2.717300e+03
s15	1	EC	old	1.543300e+03
s15	0	EC	new	3.040100e+03
s15	1	EC	old	834
s15	1	EC	old	1.909900e+03
s15	0	EC	new	9.648000e+02
s15	0	EC	old	2.044700e+03
s15	0	EC	old	1.831600e+03
s15	0	EC	old	1.551500e+03
s15	0	EC	new	1.266400e+03
s15	0	EC	old	2.011300e+03
s15	1	EC	new	1.704100e+03
s15	1	EC	new	1.309100e+03
s15	0	EC	new	1.993900e+03
s15	1	EC	new	1.605800e+03
s15	0	EC	old	1.699700e+03
s15	0	EC	old	1.574600e+03
s15	0	EO	old	1.509500e+03
s15	1	EO	new	1.277300e+03
s15	0	EO	new	1.294300e+03
s15	1	EO	old	7.133000e+02
s15	1	EO	old	1.319100e+03
s15	1	EO	new	1.335900e+03
s15	1	EO	old	1.495800e+03
s15	1	EO	old	1.137700e+03
s15	1	EO	old	1.265700e+03
s15	1	EO	old	8.615000e+02
s15	0	EO	new	1.468400e+03
s15	1	EO	old	1.531300e+03
s15	1	EO	old	1.897300e+03
s15	0	EO	new	1.818100e+03
s15	1	EO	old	1269
s15	1	EO	new	2.153800e+03
s15	0	EO	new	1.405700e+03
s15	1	EO	new	1.469700e+03
s15	0	EO	new	1.651500e+03
s15	1	EO	old	1.417500e+03
s15	1	EO	new	1.503300e+03
s15	0	EO	old	2.287300e+03
s15	0	EO	old	1.432100e+03
s15	1	EO	new	2141
s15	1	EO	new	2.011900e+03
s15	0	EO	old	2.634700e+03
s15	1	EO	old	1.313700e+03
s15	1	EO	old	1.052500e+03
s15	1	EO	new	1.272500e+03
s15	1	EO	new	2.201300e+03
s15	0	EO	old	1.774300e+03
s15	1	EO	old	1.380200e+03
s15	0	EO	new	9.981000e+02
s15	1	EO	new	1.904900e+03
s15	1	EO	new	2.395800e+03
s15	1	EO	new	1.285700e+03
s15	0	EO	old	1.069700e+03
s15	0	EO	new	1.225400e+03
s15	0	EO	old	3.557500e+03
s15	1	EO	old	1.930300e+03
s15	1	EO	new	1.268300e+03
s15	1	EO	old	1.519100e+03
s15	0	EO	new	1.531900e+03
s15	0	EO	old	1.552800e+03
s15	1	EO	new	9.997000e+02
s15	0	EO	old	1.562700e+03
s15	1	EO	new	3.197400e+03
s15	0	EO	new	1.214500e+03
s15	1	EO	old	1.366300e+03
s15	0	EO	old	2.687300e+03
s15	1	EO	old	1.469300e+03
s15	1	EO	old	1036
s15	0	EO	new	1047
s15	1	EO	new	1.619800e+03
s15	1	EO	new	1.149800e+03
s15	1	EO	old	1.072600e+03
s15	1	EO	old	1.260600e+03
s15	0	EO	old	1.374400e+03
s15	0	EO	old	1.704400e+03
s15	1	EO	new	1.803200e+03
s15	0	EO	old	956
s15	0	EO	old	2081
s15	1	EO	old	1.934800e+03
s15	0	EO	old	1.344800e+03
s15	1	EO	new	1.311600e+03
s15	1	EO	new	1.763600e+03
s15	1	EO	old	1.094400e+03
s15	0	EO	new	1.417400e+03
s15	1	EO	new	2.106300e+03
s15	1	EO	old	1.832100e+03
s15	1	EO	new	1327
s15	0	EO	old	1.903900e+03
s15	1	EO	new	2.462800e+03
s15	0	EO	old	1.288700e+03
s15	1	EO	new	2.104600e+03
s15	1	EO	old	2.330500e+03
s15	0	EO	new	2.016400e+03
s15	0	EO	old	1.822200e+03
s15	1	EO	new	1.426200e+03
s15	0	EO	new	1531
s15	1	EO	old	1162
s15	0	EO	new	1.769800e+03
s15	0	EO	old	1.617700e+03
s15	1	EO	old	1.139600e+03
s15	1	EO	old	1.011600e+03
s15	1	EO	old	1.069400e+03
s15	1	EO	new	2.484300e+03
s15	1	EO	new	2.733200e+03
s15	1	EO	old	1.148100e+03
s15	1	EO	new	1183
s15	1	EO	old	1.026900e+03
s15	1	EO	new	1.489700e+03
s15	1	EO	old	1.554600e+03
s15	0	EO	old	1.054600e+03
s15	1	EO	new	1.394400e+03
s15	1	EO	old	1.603400e+03
s15	1	EO	old	1.251200e+03
s15	0	EO	new	2.385100e+03
s15	1	EO	old	1030
s15	1	EO	old	1239
s16	1	EC	old	1.559900e+03
s16	0	EC	old	2003
s16	0	EC	new	2.370100e+03
s16	1	EC	old	1.044300e+03
s16	1	EC	old	2.471400e+03
s16	1	EC	old	8.375000e+02
s16	1	EC	old	9.967000e+02
s16	1	EC	new	1.202700e+03
s16	1	EC	new	675
s16	1	EC	new	2.257900e+03
s16	1	EC	old	1.569200e+03
s16	1	EC	old	1.129200e+03
s16	0	EC	new	1.875300e+03
s16	1	EC	old	8.474000e+02
s16	0	EC	old	1.384600e+03
s16	1	EC	old	1.235700e+03
s16	1	EC	new	2.603800e+03
s16	1	EC	old	900
s16	1	EC	old	1.580100e+03
s16	0	EC	old	1.813200e+03
s16	1	EC	old	4.669300e+03
s16	1	EC	new	2.023400e+03
s16	0	EC	old	2.148500e+03
s16	0	EC	old	1.775700e+03
s16	1	EC	new	2.191700e+03
s16	0	EC	new	1.466900e+03
s16	1	EC	new	3183
s16	1	EC	new	1.310100e+03
s16	1	EC	old	2.606200e+03
s16	0	EC	new	1.410300e+03
s16	1	EC	new	3.367500e+03
s16	0	EC	old	1.623600e+03
s16	1	EC	old	2.049800e+03
s16	0	EC	new	1.859800e+03
s16	1	EC	old	2028
s16	0	EC	old	9.191000e+02
s16	1	EC	new	1.575200e+03
s16	1	EC	old	1.109300e+03
s16	1	EC	new	2.138400e+03
s16	1	EC	old	2.985500e+03
s16	0	EC	new	1.000000e-01
s16	0	EC	new	5.580000e+01
s16	1	EC	new	1.936900e+03
s16	1	EC	new	1.153900e+03
s16	0	EC	old	4.385100e+03
s16	0	EC	new	3.965200e+03
s16	1	EC	new	2.897300e+03
s16	1	EC	new	2.918500e+03
s16	1	EC	new	3.188600e+03
s16	1	EC	old	2.084800e+03
s16	0	EO	new	2.147100e+03
s16	1	EO	old	1.566200e+03
s16	1	EO	new	1.397300e+03
s16	0	EO	new	1.261500e+03
s16	1	EO	new	1.706500e+03
s16	1	EO	old	7.617000e+02
s16	0	EO	new	1.204800e+03
s16	1	EO	old	8.919000e+02
s16	0	EO	new	1238
s16	1	EO	new	1.218200e+03
s16	1	EO	new	1.126300e+03
s16	1	EO	new	1.432400e+03
s16	1	EO	new	1.717500e+03
s16	0	EO	new	1.491600e+03
s16	1	EO	old	3.409800e+03
s16	0	EO	new	1.452900e+03
s16	0	EO	new	878
s16	1	EO	new	936
s16	1	EO	new	9.963000e+02
s16	1	EO	new	1.523300e+03
s16	0	EO	old	2.340500e+03
s16	1	EO	old	3.667500e+03
s16	0	EO	new	9.027000e+02
s16	1	EO	new	1.229700e+03
s16	0	EO	new	1.145900e+03
s16	1	EO	old	1295
s16	1	EO	new	9.372000e+02
s16	1	EO	old	2.402200e+03
s16	1	EO	old	2.629400e+03
s16	0	EO	old	1.265500e+03
s16	1	EO	new	1.105600e+03
s16	1	EO	old	1.874800e+03
s16	0	EO	new	1.126900e+03
s16	1	EO	new	1270
s16	1	EO	new	3.537100e+03
s16	1	EO	new	2.185200e+03
s16	1	EO	old	2.170400e+03
s16	0	EO	old	2.125500e+03
s16	0	EO	new	1.709500e+03
s16	0	EO	new	3.742700e+03
s16	1	EO	new	1.116800e+03
s16	0	EO	new	1.227900e+03
s16	0	EO	new	3626
s16	1	EO	new	1.489100e+03
s16	1	EO	new	1.541300e+03
s16	1	EO	new	3.468400e+03
s16	1	EO	new	1.911600e+03
s16	1	EO	new	1.170600e+03
s16	0	EO	new	2.333800e+03
s16	0	EO	old	1.552800e+03
s16	0	EC	new	2.718500e+03
s16	1	EC	new	1.455500e+03
s16	1	EC	old	7.497000e+02
s16	1	EC	new	1.135800e+03
s16	1	EC	new	1.299900e+03
s16	1	EC	old	2.659100e+03
s16	1	EC	new	9.201000e+02
s16	1	EC	old	2.807300e+03
s16	0	EC	new	2.100400e+03
s16	1	EC	old	1.731500e+03
s16	1	EC	new	1.850600e+03
s16	1	EC	new	3.129700e+03
s16	1	EC	old	1.026800e+03
s16	0	EC	new	1.621900e+03
s16	1	EC	old	2181
s16	1	EC	new	2.955200e+03
s16	1	EC	old	9.214000e+02
s16	1	EC	new	1.198500e+03
s16	1	EC	new	2.493600e+03
s16	0	EC	new	1.303600e+03
s16	1	EC	old	1.040800e+03
s16	1	EC	old	2.198900e+03
s16	1	EC	new	2865
s16	1	EC	new	1.133100e+03
s16	0	EC	old	2.996300e+03
s16	1	EC	old	1.126300e+03
s16	1	EC	new	1.096500e+03
s16	0	EC	new	1.875600e+03
s16	0	EC	old	2.819700e+03
s16	1	EC	new	1.133800e+03
s16	1	EC	new	1.112900e+03
s16	1	EC	old	1.852200e+03
s16	0	EC	new	1.166200e+03
s16	0	EC	new	2.680400e+03
s16	1	EC	old	1.789400e+03
s16	0	EC	new	1.274600e+03
s16	1	EC	new	2.803700e+03
s16	1	EC	new	3.294800e+03
s16	1	EC	new	1.616900e+03
s16	1	EC	old	4274
s16	1	EC	new	8.601000e+02
s16	1	EC	new	1.481300e+03
s16	1	EC	new	1.396300e+03
s16	0	EC	new	1.724500e+03
s16	1	EC	new	1.373600e+03
s16	0	EC	new	1.629700e+03
s16	1	EC	old	8.419000e+02
s16	1	EC	new	1.161900e+03
s16	0	EC	new	1.951100e+03
s16	0	EC	old	2.639200e+03
s16	1	EO	new	1.620700e+03
s16	1	EO	new	2.966700e+03
s16	0	EO	new	1.744800e+03
s16	1	EO	new	1732
s16	1	EO	new	2.047100e+03
s16	1	EO	new	1.262200e+03
s16	1	EO	old	1.199400e+03
s16	0	EO	new	1.406500e+03
s16	1	EO	new	1.710500e+03
s16	0	EO	new	1.307700e+03
s16	0	EO	new	1.822800e+03
s16	1	EO	new	1.234900e+03
s16	0	EO	old	2703
s16	1	EO	new	3.539100e+03
s16	1	EO	new	1.343300e+03
s16	1	EO	new	1.251400e+03
s16	1	EO	old	3.586500e+03
s16	1	EO	new	1.454600e+03
s16	1	EO	old	9.198000e+02
s16	0	EO	old	3.340800e+03
s16	1	EO	old	2303
s16	1	EO	old	1.420100e+03
s16	1	EO	new	1.440200e+03
s16	1	EO	old	2.888400e+03
s16	0	EO	new	2.430400e+03
s16	1	EO	new	1.448500e+03
s16	1	EO	old	2.823700e+03
s16	1	EO	old	4.326800e+03
s16	1	EO	new	1.049900e+03
s16	1	EO	new	1.062100e+03
s16	1	EO	new	1.993100e+03
s16	1	EO	old	2.499300e+03
s16	1	EO	new	1.050400e+03
s16	1	EO	old	2.845500e+03
s16	1	EO	old	8.196000e+02
s16	0	EO	new	2.717800e+03
s16	1	EO	old	2.314800e+03
s16	1	EO	old	3751
s16	0	EO	new	1773
s16	0	EO	new	3.761200e+03
s16	0	EO	new	4.059400e+03
s16	1	EO	new	1.353500e+03
s16	1	EO	new	3.767600e+03
s16	1	EO	old	1.977700e+03
s16	1	EO	new	4.318800e+03
s16	1	EO	new	3.159900e+03
s16	1	EO	old	3.880100e+03
s16	0	EO	old	1.497200e+03
s16	0	EO	new	1.455300e+03
s16	1	EO	new	1.168400e+03
s16	1	EC	old	3.653600e+03
s16	0	EC	old	2.556700e+03
s16	1	EC	new	1.264900e+03
s16	1	EC	new	1.559900e+03
s16	1	EC	old	2.788100e+03
s16	1	EC	old	1.491100e+03
s16	1	EC	new	1.678300e+03
s16	1	EC	old	9.604000e+02
s16	1	EC	new	1.705600e+03
s16	0	EC	new	1.091600e+03
s16	1	EC	new	1.430800e+03
s16	0	EC	new	3.910900e+03
s16	1	EC	old	1.587100e+03
s16	0	EC	new	3874
s16	0	EC	old	1.965300e+03
s16	0	EC	new	3.680400e+03
s16	1	EC	old	1.548500e+03
s16	0	EC	new	2.000000e-01
s16	1	EC	old	1.337000e+02
s16	0	EC	old	2.332900e+03
s16	1	EC	new	4.235900e+03
s16	0	EC	new	1.708100e+03
s16	1	EC	new	2.299200e+03
s16	1	EC	new	1.219300e+03
s16	1	EC	old	1.195400e+03
s16	0	EC	new	1.114600e+03
s16	1	EC	new	9.646000e+02
s16	1	EC	old	1.343800e+03
s16	0	EC	new	3.030900e+03
s16	1	EC	old	1220
s16	1	EC	new	1.356200e+03
s16	0	EC	new	2.233300e+03
s16	0	EC	new	1.416400e+03
s16	1	EC	old	1.124500e+03
s16	1	EC	new	1.177700e+03
s16	0	EC	new	1.549700e+03
s16	1	EC	new	2.689800e+03
s16	1	EC	new	2371
s16	1	EC	old	1.196100e+03
s16	1	EC	new	1.534200e+03
s16	1	EC	new	1.411300e+03
s16	1	EC	new	1.493500e+03
s16	1	EC	old	2.683600e+03
s16	0	EC	new	3.405700e+03
s16	1	EC	new	2.760800e+03
s16	0	EC	old	2.879900e+03
s16	1	EC	new	3014
s16	1	EC	new	2.734200e+03
s16	0	EC	old	2.003200e+03
s16	1	EC	old	1.124400e+03
s16	1	EC	new	1785
s16	1	EC	new	1.748200e+03
s16	0	EC	old	2.547300e+03
s16	0	EC	new	1.404400e+03
s16	0	EC	new	2.723500e+03
s16	0	EC	new	4.179600e+03
s16	1	EC	new	3.025800e+03
s16	1	EC	new	2.812900e+03
s16	1	EC	old	1845
s16	1	EC	new	3.774100e+03
s16	1	EC	old	1.146200e+03
s16	0	EC	old	1.061300e+03
s16	1	EC	new	1.389500e+03
s16	1	EC	new	1.684500e+03
s16	0	EC	new	1.500700e+03
s16	1	EC	old	2.803900e+03
s16	0	EC	new	3.486900e+03
s16	1	EC	new	3.330100e+03
s16	0	EC	new	3.149100e+03
s16	1	EC	new	4.643300e+03
s16	0	EC	old	3.058300e+03
s16	1	EC	new	4.794500e+03
s16	1	EC	old	1.376600e+03
s16	1	EC	new	3.153800e+03
s16	1	EC	old	1.791800e+03
s16	0	EC	new	3543
